"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cell_type","gene"
3.18622169359199e-08,2.88047443931488,0.449,0.163,0.00096724131952372,"Plasma cells IgA","IGHM"
3.62928701968315e-08,-1.20976366028551,0.28,0.52,0.00110174266056521,"Plasma cells IgA","MT-ATP8"
3.64771608381302e-08,-0.998492152823158,0.541,0.735,0.00110733717156312,"Plasma cells IgA","RPS4X"
3.96675088869043e-08,4.89227680623315,0.298,0.041,0.00120418656727975,"Plasma cells IgA","IGHG4"
5.54924895956337e-08,2.19816673565982,0.676,0.52,0.00168458550665465,"Plasma cells IgA","AC009501.4"
9.42908437241764e-08,-0.76941226948371,0.655,0.847,0.00286238714293482,"Plasma cells IgA","EEF1A1"
1.01535003595766e-07,4.60573308096859,0.298,0.051,0.00308229810415666,"Plasma cells IgA","ISG15"
1.06495131204564e-07,-1.02025174031871,0.443,0.673,0.00323287269797695,"Plasma cells IgA","RPL34"
1.32925383505897e-07,-1.22166424102499,0.139,0.347,0.00403521586708853,"Plasma cells IgA","GAS5"
1.33576490108059e-07,-1.71107536730696,0.126,0.316,0.00405498151021035,"Plasma cells IgA","LUC7L3"
2.17735898605477e-07,-1.20428071556306,0.172,0.388,0.00660980867396647,"Plasma cells IgA","TRAF3IP3"
2.88562756174344e-07,-1.25178454580033,0.126,0.316,0.00875989958918456,"Plasma cells IgA","SYNGR2"
3.0612106471138e-07,-1.03431418955515,0.202,0.429,0.00929291716144336,"Plasma cells IgA","EEF1D"
3.1187278441342e-07,-0.90803386916994,0.561,0.724,0.00946752211643819,"Plasma cells IgA","RPL18"
3.14885010146407e-07,-1.62851765102761,0.144,0.337,0.00955896425301448,"Plasma cells IgA","IRF1"
5.66502694627188e-07,-1.62094877453979,0.105,0.276,0.0171973223007975,"Plasma cells IgA","MKNK2"
5.82457546480213e-07,-0.984919487158773,0.386,0.612,0.0176816637384998,"Plasma cells IgA","RPL6"
7.19726299209228e-07,-1.08175956252302,0.416,0.622,0.0218487312650945,"Plasma cells IgA","RPL10A"
7.56771419208918e-07,-1.07605492685702,0.183,0.398,0.0229733099729251,"Plasma cells IgA","NAP1L1"
8.15662533265835e-07,1.94804015554175,0.333,0.092,0.024761067522351,"Plasma cells IgA","VCAN"
8.35671405023187e-07,-2.1896654666916,0.104,0.265,0.0253684768422889,"Plasma cells IgA","GOLGA8A"
8.38586740283886e-07,-1.67685475675155,0.198,0.398,0.0254569776747979,"Plasma cells IgA","PEBP1"
9.23495860615393e-07,-0.819774701138785,0.454,0.694,0.0280345638407015,"Plasma cells IgA","MT-ND6"
9.24908816715862e-07,-0.746476211705016,0.108,0.286,0.0280774569490434,"Plasma cells IgA","PLEKHA2"
9.9479989699424e-07,-1.38703886764214,0.098,0.265,0.0301991404730542,"Plasma cells IgA","STK38"
1.00707836993238e-06,-0.742653330153529,0.75,0.837,0.0305718780760371,"Plasma cells IgA","MT-ND4"
1.0138540925399e-06,-1.46995034207401,0.12,0.296,0.0307775686872339,"Plasma cells IgA","TSC22D3"
1.29290679776906e-06,-0.704383169433247,0.106,0.286,0.0392487716598752,"Plasma cells IgA","ZFP36L2"
1.63751954183944e-06,-1.59597128699061,0.101,0.265,0.0497101807316199,"Plasma cells IgA","PDCD4"
1.70571781519043e-97,-4.15797431836138,0.05,0.49,5.17804757157359e-93,"Memory B cells","MS4A1"
3.9068149951857e-80,1.21060451563587,0.999,0.98,1.18599182808852e-75,"Memory B cells","IGLC3"
9.22523408611761e-68,-1.35969692691493,0.936,0.997,2.80050431152272e-63,"Memory B cells","MALAT1"
5.46355658823115e-66,1.81861127719757,0.79,0.19,1.65857187348933e-61,"Memory B cells","IGJ"
3.34656026853316e-63,4.01137870057469,0.661,0.099,1.01591530071861e-58,"Memory B cells","S100A8"
4.10904725005108e-63,4.16211417571657,0.649,0.088,1.24738347369801e-58,"Memory B cells","S100A9"
2.60509686022308e-58,1.59521090643455,0.896,0.571,7.9082925385792e-54,"Memory B cells","IGLC2"
1.66978528519169e-55,0.976153225468352,0.77,0.197,5.06896719025643e-51,"Memory B cells","IGHA1"
1.57573944199198e-53,-3.55742700627292,0.053,0.35,4.78347222405504e-49,"Memory B cells","BANK1"
2.28863600166654e-49,11.7221940398391,0.486,0,6.9476123102591e-45,"Memory B cells","IFI27"
3.05416432299692e-49,-1.14363535682043,0.81,0.949,9.27152663532176e-45,"Memory B cells","MT-CO1"
5.74930146624955e-49,-2.75022767454504,0.098,0.429,1.74531544610938e-44,"Memory B cells","LTB"
2.17137603296497e-48,2.37440556497243,0.764,0.415,6.59164622327176e-44,"Memory B cells","HSP90B1"
2.27805492739708e-45,-1.29965598454469,0.697,0.878,6.91549134309931e-41,"Memory B cells","RPS6"
4.3801498774372e-42,-1.37327067843674,0.594,0.823,1.32968209829361e-37,"Memory B cells","RPL13A"
1.1290306145421e-41,-1.27633096118024,0.693,0.871,3.42739823656545e-37,"Memory B cells","MT-ATP6"
3.65810043042649e-41,-2.30358392659771,0.238,0.571,1.11048954766457e-36,"Memory B cells","HLA-DRA"
3.08867223962392e-40,0.635887875787681,1,0.997,9.37628231782633e-36,"Memory B cells","RNA18S5"
9.3941948636009e-40,-1.22972209539076,0.642,0.827,2.85179573474333e-35,"Memory B cells","RPL3"
1.27140356113046e-39,-2.09844558168432,0.469,0.714,3.85959979052373e-35,"Memory B cells","CD74"
3.26729855673389e-38,-1.07103128544852,0.76,0.908,9.91853822867707e-34,"Memory B cells","MT-ND4"
1.51107620213803e-36,-2.13474156091768,0.179,0.497,4.58717402683042e-32,"Memory B cells","HLA-DPB1"
1.80098718685594e-36,-1.31664246226212,0.602,0.806,5.46725680313857e-32,"Memory B cells","MT-CYB"
7.41033775481252e-35,-1.11482703747215,0.652,0.844,2.24955623222844e-30,"Memory B cells","MT-CO3"
1.57455556931768e-33,0.564441321874773,1,0.997,4.77987834177768e-29,"Memory B cells","RNA28S5"
1.98573918462861e-32,3.895709990565,0.407,0.037,6.02810844277708e-28,"Memory B cells","VCAN"
4.2627977197169e-32,-1.72261392885185,0.31,0.602,1.29405750377446e-27,"Memory B cells","RPS3A"
5.01698702384198e-32,-1.91029736432665,0.252,0.548,1.52300675082771e-27,"Memory B cells","GLTSCR2"
1.78658233731669e-31,-2.96176862325182,0.083,0.32,5.42352800139228e-27,"Memory B cells","BIRC3"
4.30830223661837e-31,-2.6264989392458,0.111,0.361,1.30787130997024e-26,"Memory B cells","CD79A"
7.69907115400216e-31,-2.94626372291598,0.078,0.306,2.33720703022044e-26,"Memory B cells","CD79B"
2.52542139416176e-30,1.96011901051205,0.651,0.361,7.66642172625685e-26,"Memory B cells","HSPA5"
2.55879264392608e-30,5.24445919016837,0.373,0.031,7.7677268291664e-26,"Memory B cells","IGHG4"
2.44904329908557e-29,4.67465731883104,0.348,0.014,7.43456074303408e-25,"Memory B cells","IFI6"
4.66628008398752e-29,-1.21128458174562,0.563,0.765,1.41654264509609e-24,"Memory B cells","RPL13"
2.29551484821446e-28,-1.16124189396983,0.583,0.793,6.96849442472465e-24,"Memory B cells","RPS3"
1.25343816757989e-27,-2.51639993284452,0.063,0.269,3.80506224532226e-23,"Memory B cells","HLA-DQA1"
1.41168278886995e-26,-1.07030325533618,0.641,0.813,4.2854454421725e-22,"Memory B cells","RPS14"
1.88391637576752e-26,-2.81715294243657,0.073,0.279,5.71900494191746e-22,"Memory B cells","SWAP70"
2.32285593092213e-26,-1.92398877797031,0.193,0.456,7.05149374950032e-22,"Memory B cells","HLA-DPA1"
3.05736000442201e-26,3.2879891176005,0.454,0.133,9.28122776542391e-22,"Memory B cells","IGHG1"
3.05938641915059e-26,-0.994851860152083,0.571,0.789,9.28737935261545e-22,"Memory B cells","PABPC1"
2.79856311732138e-25,-0.972457584302238,0.697,0.844,8.4955980552525e-21,"Memory B cells","MT-CO2"
3.06111327942748e-25,0.624529391955825,0.512,0.146,9.292621582358e-21,"Memory B cells","IGHA2"
5.25688893972991e-24,-1.65106045603886,0.258,0.517,1.59583377543381e-19,"Memory B cells","HLA-DRB1"
5.48914414340261e-24,-0.857798885136105,0.692,0.827,1.66633948761273e-19,"Memory B cells","EEF1A1"
1.22355760606034e-23,-1.09185030342069,0.558,0.748,3.71435382471738e-19,"Memory B cells","RPS2"
5.55171396210188e-23,-1.0536791150175,0.564,0.731,1.68533380747527e-18,"Memory B cells","RPS4X"
5.62480671378215e-23,1.99959319374497,0.43,0.112,1.70752257410285e-18,"Memory B cells","LYZ"
5.6902036758306e-23,-0.834091745176049,0.72,0.83,1.7273751298719e-18,"Memory B cells","RPS11"
1.13407815801086e-22,-0.725495527700763,0.723,0.861,3.44272106427357e-18,"Memory B cells","HLA-E"
1.46557037007099e-22,-2.48154444877574,0.091,0.289,4.44903197242451e-18,"Memory B cells","GOLGA8A"
1.84014985936257e-22,-1.1199734395123,0.496,0.701,5.58614292806696e-18,"Memory B cells","RPLP2"
3.30016655453903e-22,-1.01665516577826,0.592,0.776,1.00183156096141e-17,"Memory B cells","RPL11"
3.72274725820305e-22,2.42465333313531,0.419,0.133,1.1301143851727e-17,"Memory B cells","MZB1"
3.74659565920813e-22,2.68025391797111,0.379,0.088,1.13735404426581e-17,"Memory B cells","MX1"
3.85885957126798e-22,-1.27944121746545,0.448,0.656,1.17143400004982e-17,"Memory B cells","RPS20"
4.77855236944448e-22,4.37404135782261,0.331,0.058,1.45062514279226e-17,"Memory B cells","IGHG2"
8.33169358367985e-22,-1.0189200172576,0.596,0.755,2.52925222119769e-17,"Memory B cells","RPL18"
1.15390320889976e-21,-0.956225376751273,0.592,0.769,3.50290397125699e-17,"Memory B cells","RPS8"
2.38665948938984e-21,-1.17437149375197,0.436,0.663,7.24518221194075e-17,"Memory B cells","RPL5"
2.58308965777323e-21,2.15721184957743,0.43,0.146,7.84148527410218e-17,"Memory B cells","XBP1"
6.74968649918198e-21,4.41548277622394,0.305,0.044,2.04900233055667e-16,"Memory B cells","IGHG3"
9.68356753396447e-21,-0.872971380283547,0.607,0.779,2.93964059628559e-16,"Memory B cells","RPL19"
1.54050968841493e-20,-1.18212072190488,0.414,0.643,4.67652526112122e-16,"Memory B cells","RPS27A"
6.0887215035519e-20,-0.843643006616367,0.678,0.82,1.84835318683325e-15,"Memory B cells","TPT1"
8.58340277072503e-20,1.87138282488323,0.41,0.129,2.605663579109e-15,"Memory B cells","PDIA4"
1.30206468903391e-19,-1.40363266968259,0.357,0.571,3.95267777650025e-15,"Memory B cells","RPL9"
1.38084973890967e-19,-0.983178180731445,0.542,0.721,4.19184555240807e-15,"Memory B cells","RPS5"
1.50376611094412e-19,-1.34997820899947,0.285,0.52,4.56498278299307e-15,"Memory B cells","MT-ND3"
1.74302407912802e-19,-1.11669117851861,0.441,0.653,5.29129819700894e-15,"Memory B cells","MT-ND6"
1.90205455031553e-19,1.65973754867122,0.452,0.18,5.77406699839287e-15,"Memory B cells","CALR"
3.39784011272096e-19,-1.10636591353836,0.504,0.687,1.0314823230187e-14,"Memory B cells","RPL34"
5.12264189450034e-19,-0.971066007027487,0.551,0.721,1.55508039991347e-14,"Memory B cells","EEF2"
1.3251719976475e-18,-1.36417936920331,0.234,0.466,4.02282463325853e-14,"Memory B cells","BTG1"
5.1076342834784e-18,-1.30892962210637,0.386,0.592,1.55052453943554e-13,"Memory B cells","RPS23"
5.78869022467505e-18,1.5712197885765,0.461,0.184,1.75727269150461e-13,"Memory B cells","SRGN"
6.28639223520084e-18,-1.43118323093473,0.299,0.51,1.90836009083992e-13,"Memory B cells","RPSAP58"
6.78016159224698e-18,-1.89591360934145,0.083,0.255,2.05825365455841e-13,"Memory B cells","TMC8"
1.26950633381709e-17,-1.35755756754301,0.186,0.408,3.85384037756854e-13,"Memory B cells","CD52"
1.39023532735211e-17,2.89331773065724,0.287,0.051,4.22033738324281e-13,"Memory B cells","ISG15"
2.0913206098511e-17,-1.94132728208475,0.097,0.272,6.34862197532499e-13,"Memory B cells","CXCR4"
7.41389687475501e-17,3.63233373462179,0.253,0.034,2.25063667426938e-12,"Memory B cells","IFITM3"
8.47200919579386e-17,-1.53302260767178,0.143,0.34,2.57184783156714e-12,"Memory B cells","TSC22D3"
9.51936125139586e-17,-0.81828458861008,0.608,0.779,2.88979249508624e-12,"Memory B cells","RPS12"
2.53903954423235e-16,-1.5351251306812,0.215,0.415,7.70776234442615e-12,"Memory B cells","MYCBP2"
7.18023488478397e-16,-1.54827392716043,0.207,0.401,2.17970390397387e-11,"Memory B cells","PNISR"
9.73043493952048e-16,-1.0192343679352,0.549,0.69,2.95386813459023e-11,"Memory B cells","GNB2L1"
1.6819035160487e-15,2.14847005637536,0.342,0.116,5.10575450366904e-11,"Memory B cells","PDIA6"
1.7300421968459e-15,-1.17787707544406,0.235,0.456,5.25188909696509e-11,"Memory B cells","ETS1"
2.3770465371713e-15,-0.81201600960346,0.604,0.728,7.2160001728909e-11,"Memory B cells","RPL8"
2.663817110172e-15,1.06118900113043,0.658,0.429,8.08654960134913e-11,"Memory B cells","PSAP"
3.49350371706296e-15,-0.839049777946545,0.605,0.724,1.0605229233888e-10,"Memory B cells","RPS18"
4.53624571455156e-15,-1.49291009419616,0.185,0.378,1.37706811156642e-10,"Memory B cells","HLA-F"
5.91906388286283e-15,0.519702973470616,0.948,0.905,1.79685022292067e-10,"Memory B cells","MT-RNR1"
1.23358036471505e-14,-1.22449279817593,0.306,0.507,3.74477991316547e-10,"Memory B cells","LAPTM5"
1.40236442612748e-14,2.93901760087321,0.255,0.051,4.2571576883952e-10,"Memory B cells","CD38"
1.63385918065655e-14,1.90780148087805,0.345,0.122,4.9599063147191e-10,"Memory B cells","RRBP1"
1.88645634687541e-14,1.97346537256057,0.334,0.112,5.72671553220967e-10,"Memory B cells","LMAN1"
2.03377446222004e-14,-2.10800764304807,0.131,0.293,6.17392913496137e-10,"Memory B cells","RALGPS2"
4.94610706989765e-14,-1.53871286982106,0.101,0.262,1.50148972320883e-09,"Memory B cells","EVL"
5.03975652872654e-14,-1.70771439951952,0.143,0.31,1.52991888942552e-09,"Memory B cells","CIRBP"
6.98772495054162e-14,-0.691125572070358,0.649,0.769,2.12126366323592e-09,"Memory B cells","MT-ND5"
8.75728513447917e-14,-1.38640750807498,0.249,0.429,2.65844904827384e-09,"Memory B cells","RPSA"
1.10299361095746e-13,-0.735023509592692,0.671,0.799,3.34835770478356e-09,"Memory B cells","MT-ND1"
1.26660497793237e-13,1.58928026444255,0.345,0.126,3.8450327315093e-09,"Memory B cells","SEC11C"
1.66621234905783e-13,1.89987107976519,0.33,0.116,5.05812082803486e-09,"Memory B cells","SAMHD1"
1.88724936752274e-13,1.56240221508084,0.359,0.136,5.72912290498878e-09,"Memory B cells","HDLBP"
1.93352834410807e-13,-1.41165159158404,0.131,0.296,5.86961199420885e-09,"Memory B cells","TNRC6B"
1.96849484405e-13,2.06083430801944,0.288,0.088,5.97575979808258e-09,"Memory B cells","ELL2"
2.56662001381008e-13,1.96816977682968,0.299,0.092,7.79148837592327e-09,"Memory B cells","OAS2"
4.49519177864111e-13,1.88816787346481,0.644,0.486,1.36460536824208e-08,"Memory B cells","AC009501.4"
4.96105126965132e-13,1.8897927680441,0.333,0.129,1.50602633392805e-08,"Memory B cells","RPN2"
6.66501881603569e-13,-1.3698802658077,0.181,0.357,2.02329976198395e-08,"Memory B cells","EEF1D"
8.80139794185932e-13,-1.03259598253721,0.429,0.588,2.67184037321023e-08,"Memory B cells","RPL18A"
1.24595294398885e-12,-0.956499531942972,0.415,0.585,3.78233935206694e-08,"Memory B cells","RPL10A"
1.34273751511584e-12,-1.27693812068459,0.113,0.269,4.07614827463715e-08,"Memory B cells","FOXP1"
1.35907636741577e-12,1.52790570255742,0.29,0.088,4.12574812856404e-08,"Memory B cells","RPN1"
1.70039161301896e-12,-1.0534955368091,0.373,0.544,5.16187881964166e-08,"Memory B cells","RPL7"
2.69764622782751e-12,-0.661906844877788,0.577,0.731,8.18924465381598e-08,"Memory B cells","TXNIP"
3.46963049955112e-12,1.65828823622986,0.277,0.085,1.05327573074873e-07,"Memory B cells","LGALS1"
3.93206218199282e-12,-0.743141443062974,0.588,0.714,1.19365611658756e-07,"Memory B cells","RPL4"
4.64537344554442e-12,-1.0753322765953,0.37,0.541,1.41019601686392e-07,"Memory B cells","RPL10"
1.40015446566883e-11,-1.02902071511769,0.373,0.534,4.25044891143087e-07,"Memory B cells","RPL6"
1.43148050612848e-11,-0.774643353736079,0.474,0.636,4.34554537245422e-07,"Memory B cells","RPL7A"
1.74160869080664e-11,1.90658106010506,0.252,0.071,5.28700150268171e-07,"Memory B cells","FCN1"
2.0036768817632e-11,-1.33304761234475,0.177,0.34,6.08256190996853e-07,"Memory B cells","UTRN"
2.45881086220456e-11,-0.747418635994264,0.591,0.714,7.46421213439439e-07,"Memory B cells","RPS19"
2.63048024976082e-11,-0.762005162668711,0.559,0.694,7.98534889419891e-07,"Memory B cells","RPL27A"
2.64564785131697e-11,1.50636618043983,0.314,0.122,8.03139318224291e-07,"Memory B cells","GAPDH"
2.65794373536582e-11,-1.13352753348616,0.319,0.48,8.06871979745003e-07,"Memory B cells","EZR"
3.30997181089914e-11,1.89323228324627,0.252,0.075,1.00480814263465e-06,"Memory B cells","WARS"
4.00091312781094e-11,-1.30568393680899,0.18,0.34,1.21455719820957e-06,"Memory B cells","SMAP2"
4.64551811647318e-11,-1.32342512933515,0.164,0.32,1.41023993461776e-06,"Memory B cells","KMT2A"
4.83657792779549e-11,1.72674967236639,0.302,0.116,1.46823996154088e-06,"Memory B cells","MAN1A1"
5.0299144734095e-11,1.92692548878277,0.261,0.085,1.52693113669292e-06,"Memory B cells","HYOU1"
5.59813465714128e-11,-0.856495668054918,0.463,0.612,1.69942573786838e-06,"Memory B cells","RPL15"
6.07211771765105e-11,-1.1091361636052,0.224,0.391,1.84331277554733e-06,"Memory B cells","FAM65B"
9.04749578788638e-11,1.38787698689181,0.312,0.129,2.74654829632867e-06,"Memory B cells","TRAM1"
1.04335071695576e-10,1.63427478462572,0.303,0.119,3.16729977146262e-06,"Memory B cells","P4HB"
1.48779127943425e-10,2.14242288231651,0.502,0.333,4.51648798697856e-06,"Memory B cells","IGHM"
1.92324148970666e-10,1.1804780340788,0.32,0.126,5.83838419030249e-06,"Memory B cells","SLAMF7"
2.48548025300066e-10,1.62975621015923,0.311,0.136,7.5451724040341e-06,"Memory B cells","SSR3"
2.48929618788178e-10,-0.792914976023845,0.442,0.592,7.55675643755273e-06,"Memory B cells","RPL32"
3.07016837491867e-10,-1.12422256799427,0.273,0.432,9.32011013574061e-06,"Memory B cells","JAK1"
1.19784339643415e-09,1.26905325805998,0.308,0.133,3.63629319855516e-05,"Memory B cells","FAM46C"
1.40746308026183e-09,-1.22989781322467,0.187,0.33,4.27263567275085e-05,"Memory B cells","ANKRD12"
1.44847211740239e-09,-1.42192513996848,0.199,0.34,4.39712680679842e-05,"Memory B cells","PRKCB"
1.56600853824282e-09,1.05232427602166,0.39,0.207,4.75393211954374e-05,"Memory B cells","SSR4"
1.79666642798754e-09,1.19029698295084,0.31,0.129,5.45414027544178e-05,"Memory B cells","STAT1"
2.1771921998039e-09,1.72654235753638,0.318,0.156,6.6093023609447e-05,"Memory B cells","APLP2"
2.28287446739032e-09,-0.692578667462782,0.589,0.718,6.93012202065681e-05,"Memory B cells","MT-ND2"
2.75932138837445e-09,-1.40468138440027,0.134,0.262,8.37647193868832e-05,"Memory B cells","LUC7L3"
2.78097662812275e-09,1.15643677691128,0.351,0.173,8.44221074999222e-05,"Memory B cells","SUB1"
3.1548534009355e-09,-0.695681879314055,0.471,0.605,9.57718846921991e-05,"Memory B cells","RPS21"
3.61754760048006e-09,1.46796244533771,0.297,0.129,0.000109817892507773,"Memory B cells","SSR1"
4.0139264661372e-09,-1.3403379991211,0.148,0.279,0.000121850765732527,"Memory B cells","RPL21"
4.80085919994048e-09,1.381126795883,0.258,0.099,0.000145739682732593,"Memory B cells","SEC61A1"
5.16911418379674e-09,-0.892486315549784,0.309,0.466,0.000156918799277518,"Memory B cells","MACF1"
5.73225240129422e-09,1.13982264692624,0.328,0.163,0.000174013986146089,"Memory B cells","SPCS3"
5.76541664294557e-09,-1.06542027482411,0.145,0.279,0.000175020753029899,"Memory B cells","PNRC1"
6.07460196261085e-09,-0.816629118015006,0.43,0.571,0.000184406691778977,"Memory B cells","RPL23"
6.12148472459046e-09,-1.03591006358596,0.131,0.262,0.000185829911784393,"Memory B cells","GAS5"
6.17759554418602e-09,-1.16431714751466,0.203,0.34,0.000187533267934855,"Memory B cells","NAP1L1"
6.74002840946758e-09,-1.01870356595926,0.278,0.418,0.000204607042426207,"Memory B cells","SRSF5"
6.75492829231962e-09,1.12617884085413,0.258,0.095,0.000205059358169947,"Memory B cells","PRDM1"
7.63235524798871e-09,1.56034526276323,0.254,0.102,0.000231695408263193,"Memory B cells","DNAJB11"
7.90009853225479e-09,1.16516436822866,0.39,0.218,0.000239823291143659,"Memory B cells","ENO1"
8.05501900868858e-09,-0.673293943008426,0.511,0.646,0.000244526212046759,"Memory B cells","RPLP0"
1.44567940576227e-08,1.40907897617754,0.342,0.18,0.000438864897207253,"Memory B cells","RP1-17K7.2"
1.69232013888703e-08,-1.0014585221527,0.149,0.286,0.000513737624561937,"Memory B cells","ZFP36L2"
1.7357610384444e-08,1.3241266584432,0.297,0.136,0.000526924978440567,"Memory B cells","ANXA2"
1.96973158443802e-08,-1.0906798347066,0.258,0.398,0.000597951417087851,"Memory B cells","MT-ATP8"
2.05304485076298e-08,-1.12536925741597,0.176,0.313,0.000623242825346118,"Memory B cells","FNBP1"
2.29825092382756e-08,1.45415732143005,0.282,0.126,0.000697680032946333,"Memory B cells","TKT"
3.90893656127575e-08,1.21231510007204,0.282,0.129,0.00118663587190648,"Memory B cells","EIF4G1"
4.33788287281991e-08,1.02579184734421,0.431,0.265,0.00131685110370194,"Memory B cells","ADAR"
5.0759253955584e-08,-0.601477844218733,0.5,0.639,0.00154089867232966,"Memory B cells","RPS13"
5.30555838514612e-08,1.19299115603669,0.275,0.126,0.00161060835897881,"Memory B cells","LMAN2"
5.51865634485998e-08,-1.08913736632171,0.262,0.388,0.00167529850660914,"Memory B cells","PTPRCAP"
5.54126599878343e-08,-1.35090300411162,0.156,0.276,0.00168216211925069,"Memory B cells","TRAF3IP3"
6.56511660611722e-08,-1.08228049240561,0.246,0.374,0.00199297244811901,"Memory B cells","SLC25A6"
7.15629886513966e-08,-0.931173771503757,0.258,0.391,0.00217243764649045,"Memory B cells","EIF4B"
7.26143708125582e-08,-0.561481254518879,0.596,0.697,0.00220435445475683,"Memory B cells","RPL31"
8.56593898562444e-08,-1.02802416240927,0.218,0.344,0.00260036209786601,"Memory B cells","SRSF11"
1.11647481997719e-07,1.28254118607283,0.275,0.133,0.00338928261100474,"Memory B cells","XAF1"
1.340361754722e-07,-0.605801263879331,0.483,0.612,0.00406893617880959,"Memory B cells","RPL14"
1.34663964942389e-07,0.82948938166777,0.421,0.272,0.0040879939837561,"Memory B cells","UBE2J1"
1.41616386878216e-07,-1.30949632879215,0.152,0.269,0.00429904865646201,"Memory B cells","RP11-94L15.2"
1.68690101883488e-07,-1.07469614499755,0.173,0.303,0.00512092542287705,"Memory B cells","TRBC2"
2.24506703334369e-07,-0.798899040389006,0.397,0.51,0.00681534999312143,"Memory B cells","RPL12"
2.32287519050755e-07,1.02253852955425,0.351,0.197,0.00705155221582376,"Memory B cells","PDIA3"
2.336089237231e-07,0.679726811818571,0.304,0.143,0.00709166609746214,"Memory B cells","ITM2C"
2.34374769857674e-07,1.19390929979021,0.475,0.354,0.00711491488856942,"Memory B cells","CTSS"
3.89217034905056e-07,1.0174728624141,0.265,0.126,0.0118154615286128,"Memory B cells","COX7A2"
3.98155483575654e-07,-0.694927559844061,0.377,0.51,0.0120868060149061,"Memory B cells","SRRM2"
5.97841725285119e-07,0.746257558084043,0.477,0.316,0.0181486812544804,"Memory B cells","VIM"
6.06955390967367e-07,1.23944822822361,0.294,0.15,0.0184253448035963,"Memory B cells","PSME2"
6.15943836354187e-07,-0.804532708627901,0.27,0.398,0.0186982070402041,"Memory B cells","RPL22"
6.97470832616673e-07,1.10392851879471,0.457,0.323,0.0211731220657443,"Memory B cells","MTRNR2L1"
7.05793644619445e-07,0.991172714838986,0.275,0.133,0.0214257776697125,"Memory B cells","SAMD9L"
7.91721544482411e-07,-0.626113245772722,0.65,0.728,0.0240342909258526,"Memory B cells","AHNAK"
8.99800029802521e-07,0.968131648537588,0.252,0.116,0.0273152295047151,"Memory B cells","CLTC"
9.87853020694587e-07,-0.589244424497116,0.432,0.554,0.0299882541492256,"Memory B cells","UBA52"
9.91964360974157e-07,-0.98814217329308,0.184,0.299,0.0301130621060925,"Memory B cells","SCAF11"
1.01441556202523e-06,-0.526187846897057,0.415,0.541,0.0307946132163998,"Memory B cells","EIF1"
1.05244405173896e-06,-0.916149705579411,0.173,0.289,0.0319490440786395,"Memory B cells","BPTF"
1.13100781497585e-06,-0.833799560974364,0.284,0.412,0.0343340042392219,"Memory B cells","RPS7"
1.624856602903e-06,-0.770649240445358,0.374,0.49,0.0493257718943263,"Memory B cells","RPS27"
1.31007345303647e-21,7.07931888653611,0.43,0.006,3.97698998138281e-17,"Basophils","IGLC3"
2.80611420286438e-21,7.40213671122757,0.424,0.006,8.51852088563539e-17,"Basophils","IGHG1"
3.28982408341277e-21,4.28441927277642,0.479,0.034,9.98691897001615e-17,"Basophils","S100A8"
3.40692209926256e-21,3.98017957552151,0.491,0.04,1.03423934167314e-16,"Basophils","S100A9"
1.90663353077902e-20,6.95942582929259,0.418,0.011,5.78796740938586e-16,"Basophils","IGHM"
1.38645192988451e-19,5.00707729743531,0.412,0.011,4.20885212355042e-15,"Basophils","IGLC2"
2.59723569674011e-17,-1.09630073097029,0.891,0.994,7.88442840459396e-13,"Basophils","MALAT1"
3.60537639822321e-16,10.2247185055975,0.321,0,1.09448411320862e-11,"Basophils","IGHG3"
7.53900976701756e-16,10.1943225762909,0.315,0,2.28861719497352e-11,"Basophils","IGHG2"
1.11492982259031e-15,4.64990215005505,0.358,0.023,3.38459246243741e-11,"Basophils","IGHA1"
1.70267607796937e-15,-1.41265708319219,0.594,0.847,5.16881376989162e-11,"Basophils","MT-ATP6"
3.65863211891253e-15,6.3671098002612,0.315,0.006,1.11065095233828e-10,"Basophils","IGJ"
4.27510510434374e-15,-1.08781134435404,0.758,0.904,1.29779365652563e-10,"Basophils","MT-ND4"
2.05432410645156e-14,2.48681027755225,0.4,0.051,6.236311689955e-10,"Basophils","VCAN"
6.77231737911899e-14,-0.995029155008935,0.83,0.898,2.05587238677915e-09,"Basophils","HLA-B"
1.00519679039929e-13,-1.00549501354235,0.8,0.921,3.05147589661513e-09,"Basophils","B2M"
3.89210810548872e-13,-0.732271994679742,0.994,1,1.18152725758321e-08,"Basophils","MT-RNR2"
5.18479314463069e-13,2.66976710145401,0.358,0.045,1.57394765491554e-08,"Basophils","LYZ"
5.86735429198366e-13,5.82226196452962,0.273,0.006,1.78115274241748e-08,"Basophils","IGHG4"
4.21443524726751e-11,-1.22200460110082,0.685,0.802,1.279376108013e-06,"Basophils","MT-CO1"
2.71176129528455e-09,-1.29236300402967,0.479,0.701,8.2320937640953e-05,"Basophils","MT-CO2"
6.36450756900076e-08,-2.93306917515804,0.061,0.277,0.00193207356272156,"Basophils","GNLY"
1.56795216732283e-07,-1.07908414355716,0.515,0.684,0.00475983239434192,"Basophils","MT-CYB"
1.68958067482947e-07,-1.11866784079758,0.533,0.706,0.00512906005457981,"Basophils","MT-ND1"
3.92098615290186e-79,-5.61711961541455,0.033,0.8,1.19029376643642e-74,"Plasma cells IgG2","MS4A1"
